Title,URL,Description,status,Web URL,Nomor Regulasi
Surat Edaran Bank Indonesia Nomor 8/3/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-8-3-dpnp.aspx,"Surat Edaran Bank Indonesia Nomor 8/3/DPNP Tentang Perubahan Penghitungan Aktiva Tertimbang Menurut Risiko untuk Kredit Usaha Kecil, Kredit Pemilikan Rumah dan Kredit Pegawai/Pensiunan",Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,8/3/DPNP
Surat Edaran Bank Indonesia Nomor 8/2/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-8-2-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 8/2/DPNP Tentang Pelaksanaan Penahapan Penetapan Kualitas yang Sama untuk Aktiva Produktif yang Diberikan oleh Lebih dari Satu Bank kepada Satu Debitur atau Proyek yang Sama,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,8/2/DPNP
Surat Edaran Bank Indonesia Nomor 7/63/DPBPR,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-63-dpbpr.aspx,Surat Edaran Bank Indonesia Nomor 7/63/DPBPR Tentang Sistem Informasi Debitur,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/63/DPBPR
Surat Edaran Bank Indonesia Nomor 7/58/DPBPR,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-58-dpbpr.aspx,Surat Edaran Bank Indonesia Nomor 7/58/DPBPR Tentang Penilaian dan Pengenaan Sanksi atas Penerapan Prinsip Mengenal Nasabah dan Kewajiban Lain Terkait dengan Undang-Undang tentang Tindak Pidana Pencucian Uang,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/58/DPBPR
Surat Edaran Bank Indonesia Nomor 7/57DPbS,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-57dpbs.aspx,"Surat Edaran Bank Indonesia Nomor 7/57DPbS Tentang Hubungan Antara Bank yang Melaksanakan Kegiatan Usaha Berdasarkan Prinsip Syariah, Kantor Akuntan Publik, Akuntan Publik, Dewan Pengawas Syariah dan Bank Indonesia",Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/57DPbS
Surat Edaran Bank Indonesia Nomor 7/56/DPbS,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-56-dpbs.aspx,"Surat Edaran Bank Indonesia Nomor 7/56/DPbS Tentang Laporan Tahunan, Laporan Keuangan Publikasi Triwulanan dan Bulanan serta Laporan tertentu dari Bank yang disampaikan kepada Bank Indonesia",Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/56/DPbS
Surat Edaran Bank Indonesia Nomor 7/55/DPM,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-55-dpm.aspx,Surat Edaran Bank Indonesia Nomor 7/55/DPM Tentang Tata Cara Penunjukan dan Pengawasan Sub-Registry,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/55/DPM
Surat Edaran Bank Indonesia Nomor 7/54/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-54-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/54/DPNP Tentang Giro Wajib Minimum Bank Umum pada Bank Indonesia dalam Rupiah dan Valuta Asing,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/54/DPNP
Surat Edaran Bank Indonesia Nomor 7/53/DPbS,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-53-dpbs.aspx,Surat Edaran Nomor 7/53/DPbS Tentang Semua Bank Umum Yang Melaksanakan Kegiatan Usaha Berdasarkan Prinsip Syariah di Indonesia,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/53/DPbS
Surat Edaran Bank Indonesia Nomor 7/52/DPbS,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-52-dpbs.aspx,Surat Edaran Bank Indonesia Nomor 7/52/DPbS Tentang Laporan Tahunan dan Laporan Keuangan Publikasi Bank Perkreditan Rakyat Syariah,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/52/DPbS
Surat Edaran Bank Indonesia Nomor 7/51/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-51-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/51/DPNP Tentang Prinsip Kehati-hatian dalam Aktivitas Sekuritisasi Aset bagi Bank Umum dan Lampiran,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/51/DPNP
Surat Edaran Bank Indonesia Nomor 7/50/DPBPR,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-50-dpbpr.aspx,Surat Edaran Bank Indonesia Nomor 7/50/DPBPR Tentang Tindak Lanjut Penanganan Terhadap Bank Perkreditan Rakyat dalam Status Pengawasan Khusus,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/50/DPBPR
Surat Edaran Bank Indonesia Nomor 7/48/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-48-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/48/DPNP Tentang Jumlah Modal Inti Minimum Bank Umum dan Lampiran,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/48/DPNP
Surat Edaran Bank Indonesia Nomor 7/42/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-42-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/42/DPNP Tentang Giro Wajib Minimum Bank Umum Pada Bank Indonesia dalam Rupiah dan Valuta Asing,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/42/DPNP
Surat Edaran Bank Indonesia Nomor 7/40/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-40-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/40/DPNP Tentang Perubahan atas Surat Edaran Bank Indonesia Nomor 3/23/DPNP tanggal 30 Oktober 2001 tentang Laporan Berkala Bank Umum,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/40/DPNP
Surat Edaran Bank Indonesia Nomor 7/24/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-24-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/24/DPNP Tentang Penyelesaian Pengaduan Nasabah,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/24/DPNP
Surat Edaran Bank Indonesia Nomor 7/25/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-25-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/25/DPNP Tentang Transparansi Informasi Produk Bank dan Penggunaan Data Pribadi Nasabah,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/25/DPNP
Surat Edaran Bank Indonesia Nomor 7/19/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-19-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/19/DPNP Tentang Penerapan Manajemen Risiko pada Bank yang Melakukan Aktivitas Berkaitan dengan Reksa Dana,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/19/DPNP
Surat Edaran Bank Indonesia Nomor 7/14/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-14-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/14/DPNP Tentang Batas Maksimum Pemberian Kredit Bank Umum,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/14/DPNP
Surat Edaran Bank Indonesia Nomor 7/13/DPbS,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-13-dpbs.aspx,Surat Edaran Bank Indonesia Nomor 7/13/DPbS Tentang Laporan Bulanan Bank Perkreditan Rakyat Syariah,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/13/DPbS
Surat Edaran Bank Indonesia Nomor 7/8/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-8-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/8/DPNP Tentang Lembaga Pemeringkat dan Peringkat yang Diakui Bank Indonesia,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/8/DPNP
Surat Edaran Bank Indonesia Nomor 7/9/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-9-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/9/DPNP Tentang Sistem Informasi Debitur,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/9/DPNP
Surat Edaran Bank Indonesia Nomor 7/10/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-10-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/10/DPNP Tentang Perubahan atas Surat Edaran Bank Indonesia Nomor 3/30/DPNP tanggal 14 Desember 2001 perihal Laporan Keuangan Publikasi Triwulanan dan Bulanan Bank Umum serta Laporan tertentu yang disampaikan kepada Bank Indonesia,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/10/DPNP
Surat Edaran Bank Indonesia Nomor 7/7/DPM,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-7-dpm.aspx,Surat Edaran Bank Indonesia Nomor 7/7/DPM Tentang Laporan Harian Bank Umum,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/7/DPM
Surat Edaran Bank Indonesia Nomor 7/5/DPbS,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-5-dpbs.aspx,Surat Edaran Bank Indonesia Nomor 7/5/DPbS Tentang Bank Umum yang Melaksanakan Kegiatan Usaha Berdasarkan Prinsip Syariah,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/5/DPbS
Surat Edaran Bank Indonesia Nomor 7/3/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-3-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 7/3/DPNP Tentang Penilaian Kualitas Aktiva Bank Umum,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/3/DPNP
Surat Edaran Bank Indonesia Nomor 7/2/DPM,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-7-2-dpm.aspx,Surat Edaran Bank Indonesia Nomor /2/DPM Tentang Perubahan Ketujuh Atas Surat Edaran Bank Indonesia Nomor 6/20/DPM Tanggal 26 April 2004 Tentang Suku Bunga Penjaminan Simpanan Pihak Ketiga dan Pasar Uang Antar Bank,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,7/2/DPM
Surat Edaran Bank Indonesia Nomor 6/44/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-44-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 6/44/DPNP Tentang Rencana Bisnis Bank Umum,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/44/DPNP
Surat Edaran Bank Indonesia Nomor 6/43/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-43-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 6/43/DPNP Tentang Penerapan Manajemen Risiko pada Bank yang Melakukan Kerjasama Pemasaran dengan Perusahaan Asuransi (Bancassurance),Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/43/DPNP
Surat Edaran Bank Indonesia Nomor 6/37/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-37-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 6/37/DPNP Tentang Penilaian dan Pengenaan Sanksi atas Penerapan Prinsip Mengenal Nasabah dan Kewajiban Lain Terkait dengan Undang-undang tentang Tindak Pidana Pencucian Uang,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/37/DPNP
Surat Edaran Bank Indonesia Nomor 6/35/DPBPR,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-35-dpbpr.aspx,Surat Edaran Bank Indonesia Nomor 6/35/DPBPR Tentang Penilaian Kemampuan dan Kepatutan (Fit and Proper Test) Bank Perkreditan Rakyat,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/35/DPBPR
Surat Edaran Bank Indonesia Nomor 6/33/DPBPR,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-33-dpbpr.aspx,Surat Edaran Bank Indonesia Nomor 6/33/DPBPR Tentang Bank Perkreditan Rakyat,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/33/DPBPR
Surat Edaran Bank Indonesia Nomor 6/34/DPBPR,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-34-dpbpr.aspx,Surat Edaran Bank Indonesia Nomor 6/34/DPBPR Tentang Lembaga Sertifikasi bagi Bank Perkreditan Rakyat,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/34/DPBPR
Surat Edaran Bank Indonesia Nomor 6/31/DPbs,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-31-dpbs.aspx,Surat Edaran Bank Indonesia Nomor 6/31/DPbs Tentang Bank Perkreditan Rakyat Berdasarkan Prinsip Syariah,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/31/DPbs
Surat Edaran Bank Indonesia Nomor 6/28/BKr,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-28-bkr.aspx,Surat Edaran Bank Indonesia Nomor 6/28/BKr Tentang Perubahan atas Surat Edaran Bank Indonesia Nomor 5/30/BKr Tanggal 18 November 2003 Perihal Pelaksanaan Pengalihan Pengelolaan Kredit Likuiditas Bank Indonesia Dalam Rangka Kredit Program,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/28/BKr
Surat Edaran Bank Indonesia Nomor 6/26/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-26-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 6/26/DPNP Tentang Giro Wajib Minimum Bank Umum pada Bank Indonesia dalam Rupiah dan Valuta Asing,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/26/DPNP
Surat Edaran Bank Indonesia Nomor 6/24/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-24-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 6/24/DPNP Tentang Pencabutan atas beberapa Surat Edaran Bank Indonesia yang Mengatur Mengenai Giro Wajib Minimum Bank Umum pada Bank Indonesia dalam Rupiah dan Valuta Asing,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/24/DPNP
Surat Edaran Bank Indonesia Nomor 6/23/DPNP,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-23-dpnp.aspx,Surat Edaran Bank Indonesia Nomor 6/23/DPNP Tentang Sistem Penilaian Tingkat Kesehatan Bank Umum,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/23/DPNP
Surat Edaran Bank Indonesia Nomor 6/19/DPBPR,/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/Pages/surat-edaran-bank-indonesia-nomor-6-19-dpbpr.aspx,Surat Edaran Bank Indonesia Nomor 6/19/DPBPR perihal Pedoman Standar Penerapan Prinsip Mengenal Nasabah Bagi Bank Perkreditan Rakyat (BPR) dan Lampiran,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/surat-edaran-bank-indonesia/default.aspx,6/19/DPBPR
Undang-undang Nomor 21 Tahun 2008 Tentang Perbankan Syariah,/id/kanal/perbankan/regulasi/undang-undang/Pages/undang-undang-nomor-21-tahun-2008-tentang-perbankan-syariah.aspx,,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/undang-undang/default.aspx,21 Tahun 2008
Undang-undang Nomor 23 Tahun 1999 tentang Bank Indonesia,/id/kanal/perbankan/regulasi/undang-undang/Pages/undang-undang-nomor-23-tahun-1999-tentang-bank-indonesia.aspx,Undang-undang Nomor 23 Tahun 1999 Tentang Bank Indonesia,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/undang-undang/default.aspx,23 Tahun 1999
Undang-undang Nomor 6 Tahun 2009 tentang Penetapan Peraturan Pemerintah Pengganti Undang-undang Nomor 2 Tahun 2008 Sebagai Undang-Undang,/id/kanal/perbankan/regulasi/undang-undang/Pages/undang-undang-nomor-6-tahun-2009-tentang-penetapan-peraturan-pemerintah-pengganti-undang-undang-nomor-2-tahun-2008-seba.aspx,Undang-undang ini dibuat untuk mengesahkan Perppu Nomor 23 Tahun 1999 sebagai Undang-undang.,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/undang-undang/default.aspx,6 Tahun 2009
Peraturan Pemerintah Pengganti Undang-undang Republik Indonesia Nomor 2 Tahun 2008 tentang Perubahan Kedua atas Undang-undang Nomor 23 Tahun 1999 tentang Bank Indonesia,/id/kanal/perbankan/regulasi/undang-undang/Pages/peraturan-pemerintah-pengganti-undang-undang-republik-indonesia-nomor-2-tahun-2008-tentang-perubahan-kedua-atas-undang-.aspx,Perppu dikeluarkan sebagai upaya untuk menjaga kepercayaan masyarakat terhadap sistem perbankan setelah terjadi krisis ekonomi global yang mempengaruhi stabilitas sistem keuangan. Salah satunya dengan menetapkan BI dapat memberikan kredit atau pembiayaan berdasarkan Prinsip Syariah untuk jangka waktu paling lama 90 hari kepada bank untuk mengatasi kesulitan pendanaan jangka pendek bank yang bersangkutan.,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/undang-undang/default.aspx,2 Tahun 2008
Undang-undang Nomor 3 Tahun 2004 tentang Perubahan atas Undang-undang Republik Indonesia Nomor 23 Tahun 1999 Tentang Bank Indonesia,/id/kanal/perbankan/regulasi/undang-undang/Pages/undang-undang-nomor-3-tahun-2004-tentang-perubahan-atas-undang-undang-republik-indonesia-nomor-23-tahun-1999-tentang-ba.aspx,"Undang-undang dibuat untuk menegaskan independensi BI sebagai Bank Sentral yang bebas dari campur tangan Pemerintah dan atau pihak lain dalam melaksanakan tugas dan wewenangnya. Kebijakan moneter BI juga dititikberatkan untuk memelihara stabilitas nilai rupiah, secara berkelanjutan, konsisten, transparan, dan mempertimbangkan kebijakan umum pemerintah di bidang perekonomian.",Success,https://ojk.go.id/id/kanal/perbankan/regulasi/undang-undang/default.aspx,3 Tahun 2004
Undang-undang Nomor 13 Tahun 1968 tentang Bank Sentral,/id/kanal/perbankan/regulasi/undang-undang/Pages/undang-undang-nomor-13-tahun-1968-tentang-bank-sentral.aspx,"Undang-undang ini dibuat dalam rangka pengamanan Keuangan Negara pada umumnya, dan pengawasan serta penyehatan tata perbankan pada khususnya dengan menghidupkan kembali Bank Sentral sesuai dengan Ketetapan Majelis Permusyawaratan Rakyat Sementara Nomor XXIII/MPRS/1966.",Success,https://ojk.go.id/id/kanal/perbankan/regulasi/undang-undang/default.aspx,13 Tahun 1968
Undang-undang Nomor 84 Tahun 1958 tentang Pengubahan Pasal-pasal 16 dan 19 Undang-undang Pokok Bank Indonesia (Undang-undang Nomor 11 Tahun 1953),/id/kanal/perbankan/regulasi/undang-undang/Pages/undang-undang-nomor-84-tahun-1958-tentang-pengubahan-pasal-pasal-16-dan-19-undang-undang-pokok-bank-indonesia-undang-un.aspx,"Undang-undang ini dibuat sebagai peraturan pokok mengenai batas-batas kebijaksanaan pengendalian jumlah uang yang beredar dalam masyarakat, tanpa mengganggu jalannya pembangunan serta keseimbangan moneter.",Success,https://ojk.go.id/id/kanal/perbankan/regulasi/undang-undang/default.aspx,84 Tahun 1958
Undang-undang Republik Indonesia Nomor 11 Tahun 1953 tentang Penetapan Undang-undang Pokok Bank Indonesia,/id/kanal/perbankan/regulasi/undang-undang/Pages/undang-undang-republik-indonesia-nomor-11-tahun-1953-tentang-penetapan-undang-undang-pokok-bank-indonesia.aspx,Undang-undang ini dibuat sebagai peraturan pokok setelah De Javasche Bank telah dinasionalisasi menjadi Bank Indonesia.,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/undang-undang/default.aspx,11 Tahun 1953
Undang-undang Nomor 3 Tahun 2011 Tentang Transfer Dana,/id/kanal/perbankan/regulasi/undang-undang/Pages/undang-undang-nomor-3-tahun-2011-tentang-transfer-dana.aspx,Undang-undang Nomor 3 Tahun 2011 Tentang Transfer Dana.,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/undang-undang/default.aspx,3 Tahun 2011
Undang-undang Nomor 24 Tahun 1999 tentang Lalu Lintas Devisa dan Sistem Nilai Tukar,/id/kanal/perbankan/regulasi/undang-undang/Pages/undang-undang-nomor-24-tahun-1999-tentang-lalu-lintas-devisa-dan-sistem-nilai-tukar.aspx,Undang-undang Nomor 24 Tahun 1999 tentang Lalu Lintas Devisa dan Sistem Nilai Tukar.,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/undang-undang/default.aspx,24 Tahun 1999
Peraturan Bank Indonesia Nomor 15/14/PBI/2013,/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/Pages/peraturan-bank-indonesia-nomor-15-14-pbi-2013.aspx,Peraturan Bank Indonesia Nomor 15/14/PBI/2013 tentang Perubahan Atas Peraturan Bank Indonesia Nomor 11/10/PBI/2009 tentang Unit Usaha Syariah,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/default.aspx,15/14/PBI/2013
Peraturan Bank Indonesia Nomor 15/12/PBI/2013,/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/Pages/peraturan-bank-indonesia-nomor-15-12-pbi-2013.aspx,Peraturan Bank Indonesia Nomor 15/12/PBI/2013 tanggal 12 Desember 2013 tentang Kewajiban Penyediaan Modal Minimum Bank Umum,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/default.aspx,15/12/PBI/2013
Peraturan Bank Indonesia Nomor 15/11/PBI/2013,/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/Pages/peraturan-bank-indonesia-nomor-15-11-pbi-2013.aspx,Peraturan Bank Indonesia Nomor 15/11/PBI/2013 tanggal 22 November 2013 tentang Prinsip Kehati-hatian dalam Kegiatan Penyertaan Modal,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/default.aspx,15/11/PBI/2013
Peraturan Bank Indonesia Nomor 15/7/PBI/2013,/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/Pages/peraturan-bank-indonesia-nomor-15-7-pbi-2013.aspx,Peraturan Bank Indonesia Nomor 15/7/PBI/2013 tentang Perubahan Kedua atas Peraturan Bank Indonesia Nomor 12/19/PBI/2010 tentang Giro Wajib Minimum Bank Umum Pada Bank Indonesia dalam Rupiah dan Valuta Asing,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/default.aspx,15/7/PBI/2013
Peraturan Bank Indonesia Nomor 15/3/PBI/2013,/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/Pages/peraturan-bank-indonesia-nomor-15-3-pbi-2013.aspx,Peraturan Bank Indonesia Nomor 15/3/PBI/2013 tanggal 21 Mei 2013 tentang Transparansi Kondisi Keuangan Bank Perkreditan Rakyat,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/default.aspx,15/3/PBI/2013
Peraturan Bank Indonesia Nomor 15/2/PBI/2013,/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/Pages/peraturan-bank-indonesia-nomor-15-2-pbi-2013.aspx,Peraturan Bank Indonesia Nomor 15/2/PBI/2013 tanggal 20 Mei 2013 tentang Penetapan Status dan Tindak Lanjut Pengawasan Bank Umum Konvensional,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/default.aspx,15/2/PBI/2013
Peraturan Bank Indonesia Nomor 15/1/PBI/2013,/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/Pages/peraturan-bank-indonesia-nomor-15-1-pbi-2013.aspx,Peraturan Bank Indonesia 15/1/PBI/2013 tanggal 18 Februari 2013 tentang Lembaga Pengelola Informasi Perkreditan,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/default.aspx,15/1/PBI/2013
Peraturan Bank Indonesia Nomor 14/27/PBI/2012,/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/Pages/peraturan-bank-indonesia-nomor-14-27-pbi-2012.aspx,Peraturan Bank Indonesia Nomor: 14/27/PBI/2012 tanggal 28 Desember 2012 tentang Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme Bagi Bank Umum,Success,https://ojk.go.id/id/kanal/perbankan/regulasi/peraturan-bank-indonesia/default.aspx,14/27/PBI/2012
