title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url,new_filename,doc_id
Laporan Bulanan Perusahaan Pembiayaan Sekunder Perumahan,https://www.ojk.go.id/id/regulasi/Pages/Laporan-Bulanan-Perusahaan-Pembiayaan-Sekunder-Perumahan.aspx,IKNB,"Lembaga Pembiayaan,  Peraturan Lainnya",Surat Edaran OJK,3/SEOJK.06/2024,1 April 2024,Laporan-Bulanan-Perusahaan-Pembiayaan-Sekunder-Perumahan -- SEOJK 3-SEOJK.06-2024 Laporan Bulanan Perusahaan Pembiayaan Sekunder Perumahan.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Laporan-Bulanan-Perusahaan-Pembiayaan-Sekunder-Perumahan/SEOJK%203-SEOJK.06-2024%20Laporan%20Bulanan%20Perusahaan%20Pembiayaan%20Sekunder%20Perumahan.pdf,ojk-surat_edaran_ojk-3_seojk_06_2024-01042024-laporan_bulanan_perusahaan_pembiayaan_sekunder_perumahan_seojk_3_seojk_06_2024_laporan_bulanan_perusahaan_pembiayaan_sekunder_perumahan_pdf.pdf,25
Laporan Bulanan Perusahaan Pembiayaan Sekunder Perumahan,https://www.ojk.go.id/id/regulasi/Pages/Laporan-Bulanan-Perusahaan-Pembiayaan-Sekunder-Perumahan.aspx,IKNB,"Lembaga Pembiayaan,  Peraturan Lainnya",Surat Edaran OJK,3/SEOJK.06/2024,1 April 2024,Laporan-Bulanan-Perusahaan-Pembiayaan-Sekunder-Perumahan -- Abstrak SEOJK 3-SEOJK.06-2024 Laporan Bulanan Perusahaan Pembiayaan Sekunder Perumahan.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Laporan-Bulanan-Perusahaan-Pembiayaan-Sekunder-Perumahan/Abstrak%20SEOJK%203-SEOJK.06-2024%20Laporan%20Bulanan%20Perusahaan%20Pembiayaan%20Sekunder%20Perumahan.pdf,ojk-surat_edaran_ojk-3_seojk_06_2024-01042024-laporan_bulanan_perusahaan_pembiayaan_sekunder_perumahan_abstrak_seojk_3_seojk_06_2024_laporan_bulanan_perusahaan_pembiayaan_sekunder_perumahan_pdf.pdf,26
Laporan Bulanan Perusahaan Pembiayaan Sekunder Perumahan,https://www.ojk.go.id/id/regulasi/Pages/Laporan-Bulanan-Perusahaan-Pembiayaan-Sekunder-Perumahan.aspx,IKNB,"Lembaga Pembiayaan,  Peraturan Lainnya",Surat Edaran OJK,3/SEOJK.06/2024,1 April 2024,Laporan-Bulanan-Perusahaan-Pembiayaan-Sekunder-Perumahan -- FAQ SEOJK 3-SEOJK.06-2024 Laporan Bulanan Perusahaan Pembiayaan Sekunder Perumahan.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Laporan-Bulanan-Perusahaan-Pembiayaan-Sekunder-Perumahan/FAQ%20SEOJK%203-SEOJK.06-2024%20Laporan%20Bulanan%20Perusahaan%20Pembiayaan%20Sekunder%20Perumahan.pdf,ojk-surat_edaran_ojk-3_seojk_06_2024-01042024-laporan_bulanan_perusahaan_pembiayaan_sekunder_perumahan_faq_seojk_3_seojk_06_2024_laporan_bulanan_perusahaan_pembiayaan_sekunder_perumahan_pdf.pdf,27
Penetapan Status Pengawasan dan Penanganan Permasalahan Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/POJK-5-Tahun-2024-Penetapan-Status-Pengawasan-dan-Penanganan-Permasalahan-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,5 Tahun 2024,27 Maret 2024,POJK-5-Tahun-2024-Penetapan-Status-Pengawasan-dan-Penanganan-Permasalahan-Bank-Umum -- Salinan POJK Nomor 5 Tahun 2024 Penetapan Status Pengawasan dan Penanganan Permasalahan Bank Umum.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-5-Tahun-2024-Penetapan-Status-Pengawasan-dan-Penanganan-Permasalahan-Bank-Umum/Salinan%20POJK%20Nomor%205%20Tahun%202024%20Penetapan%20Status%20Pengawasan%20dan%20Penanganan%20Permasalahan%20Bank%20Umum.pdf,ojk-peraturan_ojk-5_tahun_2024-27032024-pojk_5_tahun_2024_penetapan_status_pengawasan_dan_penanganan_permasalahan_bank_umum_salinan_pojk_nomor_5_tahun_2024_penetapan_status_pengawasan_dan_penanganan_permasalahan_bank_umum_pdf.pdf,28
Penetapan Status Pengawasan dan Penanganan Permasalahan Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/POJK-5-Tahun-2024-Penetapan-Status-Pengawasan-dan-Penanganan-Permasalahan-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,5 Tahun 2024,27 Maret 2024,POJK-5-Tahun-2024-Penetapan-Status-Pengawasan-dan-Penanganan-Permasalahan-Bank-Umum -- Abstrak POJK Nomor 5 Tahun 2024 Penetapan Status Pengawasan dan Penanganan Permasalahan Bank Umum.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-5-Tahun-2024-Penetapan-Status-Pengawasan-dan-Penanganan-Permasalahan-Bank-Umum/Abstrak%20POJK%20Nomor%205%20Tahun%202024%20Penetapan%20Status%20Pengawasan%20dan%20Penanganan%20Permasalahan%20Bank%20Umum.pdf,ojk-peraturan_ojk-5_tahun_2024-27032024-pojk_5_tahun_2024_penetapan_status_pengawasan_dan_penanganan_permasalahan_bank_umum_abstrak_pojk_nomor_5_tahun_2024_penetapan_status_pengawasan_dan_penanganan_permasalahan_bank_umum_pdf.pdf,29
Penetapan Status Pengawasan dan Penanganan Permasalahan Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/POJK-5-Tahun-2024-Penetapan-Status-Pengawasan-dan-Penanganan-Permasalahan-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,5 Tahun 2024,27 Maret 2024,POJK-5-Tahun-2024-Penetapan-Status-Pengawasan-dan-Penanganan-Permasalahan-Bank-Umum -- FAQ POJK Nomor 5 Tahun 2024 Penetapan Status Pengawasan dan Penanganan Permasalahan Bank Umum.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-5-Tahun-2024-Penetapan-Status-Pengawasan-dan-Penanganan-Permasalahan-Bank-Umum/FAQ%20POJK%20Nomor%205%20Tahun%202024%20Penetapan%20Status%20Pengawasan%20dan%20Penanganan%20Permasalahan%20Bank%20Umum.pdf,ojk-peraturan_ojk-5_tahun_2024-27032024-pojk_5_tahun_2024_penetapan_status_pengawasan_dan_penanganan_permasalahan_bank_umum_faq_pojk_nomor_5_tahun_2024_penetapan_status_pengawasan_dan_penanganan_permasalahan_bank_umum_pdf.pdf,30
Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka dan Aktivitas Menjaminkan Saham Perusahaan Terbuka,https://www.ojk.go.id/id/regulasi/Pages/POJK-4-Tahun-2024-Laporan-Kepemilikan-atau-Setiap-Perubahan-Kepemilikan-Saham-Perusahaan-Terbuka-dan-Aktivitas-Menjaminkan.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,4 Tahun 2024,28 Februari 2024,POJK-4-Tahun-2024-Laporan-Kepemilikan-atau-Setiap-Perubahan-Kepemilikan-Saham-Perusahaan-Terbuka-dan-Aktivitas-Menjaminkan -- POJK 4 Tahun 2024 Laporan Kepemilikan atau Setiap Perubahan Kepemilik.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-4-Tahun-2024-Laporan-Kepemilikan-atau-Setiap-Perubahan-Kepemilikan-Saham-Perusahaan-Terbuka-dan-Aktivitas-Menjaminkan/POJK%204%20Tahun%202024%20Laporan%20Kepemilikan%20atau%20Setiap%20Perubahan%20Kepemilik.pdf,ojk-peraturan_ojk-4_tahun_2024-28022024-pojk_4_tahun_2024_laporan_kepemilikan_atau_setiap_perubahan_kepemilikan_saham_perusahaan_terbuka_dan_aktivitas_menjaminkan_pojk_4_tahun_2024_laporan_kepemilikan_atau_setiap_perubahan_kepemilik_pdf.pdf,31
Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka dan Aktivitas Menjaminkan Saham Perusahaan Terbuka,https://www.ojk.go.id/id/regulasi/Pages/POJK-4-Tahun-2024-Laporan-Kepemilikan-atau-Setiap-Perubahan-Kepemilikan-Saham-Perusahaan-Terbuka-dan-Aktivitas-Menjaminkan.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,4 Tahun 2024,28 Februari 2024,POJK-4-Tahun-2024-Laporan-Kepemilikan-atau-Setiap-Perubahan-Kepemilikan-Saham-Perusahaan-Terbuka-dan-Aktivitas-Menjaminkan -- ABSTRAK POJK 4 TAHUN 2024 LAPORAN KEPEMILIKAN ATAU SETIAP PERUBAHAN.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-4-Tahun-2024-Laporan-Kepemilikan-atau-Setiap-Perubahan-Kepemilikan-Saham-Perusahaan-Terbuka-dan-Aktivitas-Menjaminkan/ABSTRAK%20POJK%204%20TAHUN%202024%20LAPORAN%20KEPEMILIKAN%20ATAU%20SETIAP%20PERUBAHAN.pdf,ojk-peraturan_ojk-4_tahun_2024-28022024-pojk_4_tahun_2024_laporan_kepemilikan_atau_setiap_perubahan_kepemilikan_saham_perusahaan_terbuka_dan_aktivitas_menjaminkan_abstrak_pojk_4_tahun_2024_laporan_kepemilikan_atau_setiap_perubahan_pdf.pdf,32
Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka dan Aktivitas Menjaminkan Saham Perusahaan Terbuka,https://www.ojk.go.id/id/regulasi/Pages/POJK-4-Tahun-2024-Laporan-Kepemilikan-atau-Setiap-Perubahan-Kepemilikan-Saham-Perusahaan-Terbuka-dan-Aktivitas-Menjaminkan.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,4 Tahun 2024,28 Februari 2024,POJK-4-Tahun-2024-Laporan-Kepemilikan-atau-Setiap-Perubahan-Kepemilikan-Saham-Perusahaan-Terbuka-dan-Aktivitas-Menjaminkan -- FAQ POJK 4 TAHUN 2024 Laporan Kepemilikan atau Setiap Perubahan Kepem.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-4-Tahun-2024-Laporan-Kepemilikan-atau-Setiap-Perubahan-Kepemilikan-Saham-Perusahaan-Terbuka-dan-Aktivitas-Menjaminkan/FAQ%20POJK%204%20TAHUN%202024%20Laporan%20Kepemilikan%20atau%20Setiap%20Perubahan%20Kepem.pdf,ojk-peraturan_ojk-4_tahun_2024-28022024-pojk_4_tahun_2024_laporan_kepemilikan_atau_setiap_perubahan_kepemilikan_saham_perusahaan_terbuka_dan_aktivitas_menjaminkan_faq_pojk_4_tahun_2024_laporan_kepemilikan_atau_setiap_perubahan_kepem_pdf.pdf,33
Penyelenggaraan Inovasi Teknologi Sektor Keuangan,https://www.ojk.go.id/id/regulasi/Pages/POJK-3-2024-Penyelenggaraan-Inovasi-Teknologi-Sektor-Keuangan.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,3 Tahun 2024,19 Februari 2024,POJK-3-2024-Penyelenggaraan-Inovasi-Teknologi-Sektor-Keuangan -- POJK 3 Tahun 2024 Penyelenggaraan Inovasi Teknologi Sektor Keuangan.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-3-2024-Penyelenggaraan-Inovasi-Teknologi-Sektor-Keuangan/POJK%203%20Tahun%202024%20Penyelenggaraan%20Inovasi%20Teknologi%20Sektor%20Keuangan.pdf,ojk-peraturan_ojk-3_tahun_2024-19022024-pojk_3_2024_penyelenggaraan_inovasi_teknologi_sektor_keuangan_pojk_3_tahun_2024_penyelenggaraan_inovasi_teknologi_sektor_keuangan_pdf.pdf,34
Penyelenggaraan Inovasi Teknologi Sektor Keuangan,https://www.ojk.go.id/id/regulasi/Pages/POJK-3-2024-Penyelenggaraan-Inovasi-Teknologi-Sektor-Keuangan.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,3 Tahun 2024,19 Februari 2024,POJK-3-2024-Penyelenggaraan-Inovasi-Teknologi-Sektor-Keuangan -- Abstrak POJK 3 Tahun 2024 Penyelenggaraan Inovasi Teknologi Sektor Keuangan.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-3-2024-Penyelenggaraan-Inovasi-Teknologi-Sektor-Keuangan/Abstrak%20POJK%203%20Tahun%202024%20Penyelenggaraan%20Inovasi%20Teknologi%20Sektor%20Keuangan.pdf,ojk-peraturan_ojk-3_tahun_2024-19022024-pojk_3_2024_penyelenggaraan_inovasi_teknologi_sektor_keuangan_abstrak_pojk_3_tahun_2024_penyelenggaraan_inovasi_teknologi_sektor_keuangan_pdf.pdf,35
Penyelenggaraan Inovasi Teknologi Sektor Keuangan,https://www.ojk.go.id/id/regulasi/Pages/POJK-3-2024-Penyelenggaraan-Inovasi-Teknologi-Sektor-Keuangan.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,3 Tahun 2024,19 Februari 2024,POJK-3-2024-Penyelenggaraan-Inovasi-Teknologi-Sektor-Keuangan -- FAQ POJK 3 Tahun 2024 Penyelenggaraan Inovasi Teknologi Sektor Keuangan.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-3-2024-Penyelenggaraan-Inovasi-Teknologi-Sektor-Keuangan/FAQ%20POJK%203%20Tahun%202024%20Penyelenggaraan%20Inovasi%20Teknologi%20Sektor%20Keuangan.pdf,ojk-peraturan_ojk-3_tahun_2024-19022024-pojk_3_2024_penyelenggaraan_inovasi_teknologi_sektor_keuangan_faq_pojk_3_tahun_2024_penyelenggaraan_inovasi_teknologi_sektor_keuangan_pdf.pdf,36
Penerapan Tata Kelola Syariah Bagi Bank Umum Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/POJK-2-Tahun-2024-Penerapan-Tata-Kelola-Syariah-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,Perbankan,"Bank Umum,  Perbankan Syariah",Peraturan OJK,2 Tahun 2024,16 Februari 2024,POJK-2-Tahun-2024-Penerapan-Tata-Kelola-Syariah-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah -- POJK 2 Tahun 2024 Penerapan Tata Kelola Syariah Bagi Bank Umum Syariah dan Unit Usaha Syariah.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-2-Tahun-2024-Penerapan-Tata-Kelola-Syariah-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah/POJK%202%20Tahun%202024%20Penerapan%20Tata%20Kelola%20Syariah%20Bagi%20Bank%20Umum%20Syariah%20dan%20Unit%20Usaha%20Syariah.pdf,ojk-peraturan_ojk-2_tahun_2024-16022024-pojk_2_tahun_2024_penerapan_tata_kelola_syariah_bagi_bank_umum_syariah_dan_unit_usaha_syariah_pojk_2_tahun_2024_penerapan_tata_kelola_syariah_bagi_bank_umum_syariah_dan_unit_usaha_syariah_pdf.pdf,37
Penerapan Tata Kelola Syariah Bagi Bank Umum Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/POJK-2-Tahun-2024-Penerapan-Tata-Kelola-Syariah-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,Perbankan,"Bank Umum,  Perbankan Syariah",Peraturan OJK,2 Tahun 2024,16 Februari 2024,POJK-2-Tahun-2024-Penerapan-Tata-Kelola-Syariah-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah -- Abstrak POJK 2 Tahun 2024 Penerapan Tata Kelola Syariah Bagi Bank Umum Syariah dan Unit Usaha Syariah.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-2-Tahun-2024-Penerapan-Tata-Kelola-Syariah-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah/Abstrak%20POJK%202%20Tahun%202024%20Penerapan%20Tata%20Kelola%20Syariah%20Bagi%20Bank%20Umum%20Syariah%20dan%20Unit%20Usaha%20Syariah.pdf,ojk-peraturan_ojk-2_tahun_2024-16022024-pojk_2_tahun_2024_penerapan_tata_kelola_syariah_bagi_bank_umum_syariah_dan_unit_usaha_syariah_abstrak_pojk_2_tahun_2024_penerapan_tata_kelola_syariah_bagi_bank_umum_syariah_dan_unit_usaha_syariah_pdf.pdf,38
Penerapan Tata Kelola Syariah Bagi Bank Umum Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/POJK-2-Tahun-2024-Penerapan-Tata-Kelola-Syariah-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,Perbankan,"Bank Umum,  Perbankan Syariah",Peraturan OJK,2 Tahun 2024,16 Februari 2024,POJK-2-Tahun-2024-Penerapan-Tata-Kelola-Syariah-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah -- FAQ POJK 2 Tahun 2024 Penerapan Tata Kelola Syariah Bagi Bank Umum Syariah dan Unit Usaha Syariah.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-2-Tahun-2024-Penerapan-Tata-Kelola-Syariah-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah/FAQ%20POJK%202%20Tahun%202024%20Penerapan%20Tata%20Kelola%20Syariah%20Bagi%20Bank%20Umum%20Syariah%20dan%20Unit%20Usaha%20Syariah.pdf,ojk-peraturan_ojk-2_tahun_2024-16022024-pojk_2_tahun_2024_penerapan_tata_kelola_syariah_bagi_bank_umum_syariah_dan_unit_usaha_syariah_faq_pojk_2_tahun_2024_penerapan_tata_kelola_syariah_bagi_bank_umum_syariah_dan_unit_usaha_syariah_pdf.pdf,39
Kualitas Aset Bank Perekonomian Rakyat,https://www.ojk.go.id/id/regulasi/Pages/Kualitas-Aset-Bank-Perekonomian-Rakyat.aspx,Perbankan,BPR,Peraturan OJK,1 Tahun 2024,11 Januari 2024,Kualitas-Aset-Bank-Perekonomian-Rakyat -- POJK 1 Tahun 2024 Kualitas Aset Bank Perekonomian Rakyat.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kualitas-Aset-Bank-Perekonomian-Rakyat/POJK%201%20Tahun%202024%20Kualitas%20Aset%20Bank%20Perekonomian%20Rakyat.pdf,ojk-peraturan_ojk-1_tahun_2024-11012024-kualitas_aset_bank_perekonomian_rakyat_pojk_1_tahun_2024_kualitas_aset_bank_perekonomian_rakyat_pdf.pdf,40
Kualitas Aset Bank Perekonomian Rakyat,https://www.ojk.go.id/id/regulasi/Pages/Kualitas-Aset-Bank-Perekonomian-Rakyat.aspx,Perbankan,BPR,Peraturan OJK,1 Tahun 2024,11 Januari 2024,Kualitas-Aset-Bank-Perekonomian-Rakyat -- Abstrak POJK 1 Tahun 2024 Kualitas Aset Bank Perekonomian Rakyat.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kualitas-Aset-Bank-Perekonomian-Rakyat/Abstrak%20POJK%201%20Tahun%202024%20Kualitas%20Aset%20Bank%20Perekonomian%20Rakyat.pdf,ojk-peraturan_ojk-1_tahun_2024-11012024-kualitas_aset_bank_perekonomian_rakyat_abstrak_pojk_1_tahun_2024_kualitas_aset_bank_perekonomian_rakyat_pdf.pdf,41
Kualitas Aset Bank Perekonomian Rakyat,https://www.ojk.go.id/id/regulasi/Pages/Kualitas-Aset-Bank-Perekonomian-Rakyat.aspx,Perbankan,BPR,Peraturan OJK,1 Tahun 2024,11 Januari 2024,Kualitas-Aset-Bank-Perekonomian-Rakyat -- FAQ POJK 1 Tahun 2024 Kualitas Aset Bank Perekonomian Rakyat.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kualitas-Aset-Bank-Perekonomian-Rakyat/FAQ%20POJK%201%20Tahun%202024%20Kualitas%20Aset%20Bank%20Perekonomian%20Rakyat.pdf,ojk-peraturan_ojk-1_tahun_2024-11012024-kualitas_aset_bank_perekonomian_rakyat_faq_pojk_1_tahun_2024_kualitas_aset_bank_perekonomian_rakyat_pdf.pdf,42
Penerapan Manajemen Risiko Bagi Bank Umum Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,Perbankan,"Bank Umum,  Perbankan Syariah",Surat Edaran OJK,25/SEOJK.03/2023,1 Januari 2024,Penerapan-Manajemen-Risiko-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah -- SEOJK 25-SEOJK.03-2023 Penerapan Manajemen Risiko Bagi Bank Umum Syariah dan Unit Usaha Syariah.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah/SEOJK%2025-SEOJK.03-2023%20Penerapan%20Manajemen%20Risiko%20Bagi%20Bank%20Umum%20Syariah%20dan%20Unit%20Usaha%20Syariah.pdf,ojk-surat_edaran_ojk-25_seojk_03_2023-01012024-penerapan_manajemen_risiko_bagi_bank_umum_syariah_dan_unit_usaha_syariah_seojk_25_seojk_03_2023_penerapan_manajemen_risiko_bagi_bank_umum_syariah_dan_unit_usaha_syariah_pdf.pdf,43
Penerapan Manajemen Risiko Bagi Bank Umum Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,Perbankan,"Bank Umum,  Perbankan Syariah",Surat Edaran OJK,25/SEOJK.03/2023,1 Januari 2024,Penerapan-Manajemen-Risiko-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah -- Abstrak SEOJK 25-SEOJK.03-2023 Penerapan Manajemen Risiko Bagi Bank Umum Syariah dan Unit Usaha Syariah.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah/Abstrak%20SEOJK%2025-SEOJK.03-2023%20Penerapan%20Manajemen%20Risiko%20Bagi%20Bank%20Umum%20Syariah%20dan%20Unit%20Usaha%20Syariah.pdf,ojk-surat_edaran_ojk-25_seojk_03_2023-01012024-penerapan_manajemen_risiko_bagi_bank_umum_syariah_dan_unit_usaha_syariah_abstrak_seojk_25_seojk_03_2023_penerapan_manajemen_risiko_bagi_bank_umum_syariah_dan_unit_usaha_syariah_pdf.pdf,44
Penerapan Manajemen Risiko Bagi Bank Umum Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,Perbankan,"Bank Umum,  Perbankan Syariah",Surat Edaran OJK,25/SEOJK.03/2023,1 Januari 2024,Penerapan-Manajemen-Risiko-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah -- FAQ SEOJK 25-SEOJK.03-2023. Penerapan Manajemen Risiko Bagi Bank Umum Syariah dan Unit Usaha Syariah.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-Bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah/FAQ%20SEOJK%2025-SEOJK.03-2023.%20Penerapan%20Manajemen%20Risiko%20Bagi%20Bank%20Umum%20Syariah%20dan%20Unit%20Usaha%20Syariah.pdf,ojk-surat_edaran_ojk-25_seojk_03_2023-01012024-penerapan_manajemen_risiko_bagi_bank_umum_syariah_dan_unit_usaha_syariah_faq_seojk_25_seojk_03_2023_penerapan_manajemen_risiko_bagi_bank_umum_syariah_dan_unit_usaha_syariah_pdf.pdf,45
Laporan Keuangan Bulanan Badan Penyelenggara Jaminan Sosial dan Laporan Keuangan Bulanan Dana Jaminan Sosial,https://www.ojk.go.id/id/regulasi/Pages/Laporan-Keuangan-Bulanan-Badan-Penyelenggara-Jaminan-Sosial-dan-Laporan-Keuangan-Bulanan-Dana-Jaminan-Sosial.aspx,IKNB,Peraturan Lainnya,Surat Edaran OJK,22/SEOJK.05/2023,1 Januari 2024,Laporan-Keuangan-Bulanan-Badan-Penyelenggara-Jaminan-Sosial-dan-Laporan-Keuangan-Bulanan-Dana-Jaminan-Sosial -- SEOJK 22-SEOJK.05-2023. Laporan Keuangan Bulanan Badan Penyelenggara Jaminan Sosial Dan Laporan Keuangan Bulanan Dana Jaminan Sosial.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Laporan-Keuangan-Bulanan-Badan-Penyelenggara-Jaminan-Sosial-dan-Laporan-Keuangan-Bulanan-Dana-Jaminan-Sosial/SEOJK%2022-SEOJK.05-2023.%20Laporan%20Keuangan%20Bulanan%20Badan%20Penyelenggara%20Jaminan%20Sosial%20Dan%20Laporan%20Keuangan%20Bulanan%20Dana%20Jaminan%20Sosial.pdf,ojk-surat_edaran_ojk-22_seojk_05_2023-01012024-laporan_keuangan_bulanan_badan_penyelenggara_jaminan_sosial_dan_laporan_keuangan_bulanan_dana_jaminan_sosial_seojk_22_seojk_05_2023_laporan_keuangan_bulanan_badan_penyelenggara_jaminan_sosial_dan_lap.pdf,46
Laporan Keuangan Bulanan Badan Penyelenggara Jaminan Sosial dan Laporan Keuangan Bulanan Dana Jaminan Sosial,https://www.ojk.go.id/id/regulasi/Pages/Laporan-Keuangan-Bulanan-Badan-Penyelenggara-Jaminan-Sosial-dan-Laporan-Keuangan-Bulanan-Dana-Jaminan-Sosial.aspx,IKNB,Peraturan Lainnya,Surat Edaran OJK,22/SEOJK.05/2023,1 Januari 2024,Laporan-Keuangan-Bulanan-Badan-Penyelenggara-Jaminan-Sosial-dan-Laporan-Keuangan-Bulanan-Dana-Jaminan-Sosial -- Abstrak 22-SEOJK.05-2023. Laporan Keuangan Bulanan Badan Penyelenggara Jaminan Sosial Dan Laporan Keuangan Bulanan Dana Jaminan Sosial.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Laporan-Keuangan-Bulanan-Badan-Penyelenggara-Jaminan-Sosial-dan-Laporan-Keuangan-Bulanan-Dana-Jaminan-Sosial/Abstrak%2022-SEOJK.05-2023.%20Laporan%20Keuangan%20Bulanan%20Badan%20Penyelenggara%20Jaminan%20Sosial%20Dan%20Laporan%20Keuangan%20Bulanan%20Dana%20Jaminan%20Sosial.pdf,ojk-surat_edaran_ojk-22_seojk_05_2023-01012024-laporan_keuangan_bulanan_badan_penyelenggara_jaminan_sosial_dan_laporan_keuangan_bulanan_dana_jaminan_sosial_abstrak_22_seojk_05_2023_laporan_keuangan_bulanan_badan_penyelenggara_jaminan_sosial_dan_l.pdf,47
